rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
149,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][40]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
150,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][41]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
151,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][42]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
152,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][43]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
153,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][44]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
154,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][45]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
155,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][46]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
156,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][47]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
157,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][48]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
158,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][49]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
159,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][4]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
160,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][50]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
161,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][51]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
162,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][52]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
163,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][53]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
164,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][54]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
165,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][55]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
166,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][56]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
167,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][57]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
168,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][58]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
169,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][59]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
170,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][5]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
171,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][60]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
172,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][61]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
173,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][62]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
174,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][63]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
175,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][6]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
176,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][7]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
177,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][8]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
178,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[2][9]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
179,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][0]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
180,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][10]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
181,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][11]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
182,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][12]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
183,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][13]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
184,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][14]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
185,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][15]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
186,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][16]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
187,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][17]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
188,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][18]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
189,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][19]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
190,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][1]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
191,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][20]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
192,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][21]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
193,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][22]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
194,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][23]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
195,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][24]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
196,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][25]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
197,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][26]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
198,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][27]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
199,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][28]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
200,0.247,5.000,4.750,1.085,3.665,0.772,5,"p2_lane_compute_q_reg/C","lane_result_q_reg[3][29]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
